id,host_id,host_since,host_location,host_response_time,host_response_rate (in%),host_acceptance_rate (in%),host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,Charge_per_extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,jurisdiction_names,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
7920539,27122439,02-02-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Seward Park,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60327559,-122.3203899,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",,165.00,"1,400.00","3,500.00",500.00,75.00,2,25.00,3,1125,2 weeks ago,t,25,52,82,130,04-01-2016,5,08-09-2015,01-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,flexible,f,f,2,1.26
7598743,33065911,10-05-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,Yesler Terrace,2,2,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60528827,-122.3208782,t,Condominium,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,180.00,900.00,"3,200.00",350.00,45.00,2,35.00,1,1125,3 days ago,t,30,60,90,365,04-01-2016,16,13-08-2015,22-12-2015,98,10,10,10,10,10,10,f,WASHINGTON,f,strict,f,f,1,3.31
7916754,4283892,29-11-2012,"Seattle, Washington, United States",within an hour,100%,100%,f,Yesler Terrace,1,1,"['email', 'phone', 'reviews']",t,f,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60481317,-122.3188037,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,140.00,,,,,1,0.00,1,1125,a week ago,t,0,0,0,114,04-01-2016,1,05-10-2015,05-10-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,flexible,f,f,1,0.33
7956227,41958382,19-08-2015,"Seattle, Washington, United States",within an hour,67%,100%,f,Yesler Terrace,1,1,"['email', 'phone', 'reviews']",t,f,Yesler Terrace,Yesler Terrace,Downtown,98104,"Seattle, WA",47.60593217,-122.3200013,t,Apartment,Entire home/apt,2,1,0,1,Futon,"{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,100.00,,,,,1,0.00,1,1125,a week ago,t,29,59,89,364,04-01-2016,7,26-08-2015,18-10-2015,97,10,9,10,10,9,10,f,WASHINGTON,f,moderate,f,f,1,1.59
4706111,20803374,01-09-2014,"Seattle, Washington, United States",within a day,100%,N/A,f,Yesler Terrace,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60532853,-122.3194263,t,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,179.00,,,200.00,99.00,2,25.00,2,14,5 weeks ago,t,30,60,90,365,04-01-2016,2,22-12-2014,12-01-2015,100,10,10,10,10,9,10,f,WASHINGTON,f,strict,f,f,1,0.16
8016309,37720556,06-07-2015,"Winston-Salem, North Carolina, United States",within an hour,90%,100%,f,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60698878,-122.3197009,f,Apartment,Shared room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",,65.00,,,,,1,0.00,1,4,5 weeks ago,t,14,41,70,70,04-01-2016,16,31-08-2015,14-12-2015,93,10,9,10,10,10,10,f,WASHINGTON,f,flexible,f,f,1,3.78
5793477,30055689,26-03-2015,"Seattle, Washington, United States",within a day,67%,100%,f,,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,,Yesler Terrace,Downtown,98104,"Seattle, WA",47.60393048,-122.3230191,f,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,75.00,,,,,1,0.00,3,1125,3 weeks ago,t,23,53,83,358,04-01-2016,19,13-04-2015,08-12-2015,89,9,9,9,9,9,9,f,WASHINGTON,f,strict,f,f,1,2.13
2926776,2121640,12-04-2012,"Seattle, Washington, United States",within a day,78%,100%,f,Yesler Terrace,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Yesler Terrace,Yesler Terrace,Downtown,98104,"Seattle, WA",47.60405104,-122.3226426,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,{},,150.00,,,,25.00,1,0.00,1,1125,a week ago,t,30,60,90,365,04-01-2016,7,09-11-2014,09-11-2015,94,9,9,10,10,9,9,f,WASHINGTON,f,flexible,f,f,1,0.5
8443258,4308027,02-12-2012,"Seattle, Washington, United States",within an hour,100%,100%,f,Yesler Terrace,3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60386978,-122.3189808,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,169.00,"1,100.00","4,800.00",,20.00,4,30.00,1,1125,a week ago,t,30,60,90,336,04-01-2016,4,20-10-2015,22-11-2015,95,10,10,10,10,10,10,f,WASHINGTON,f,strict,f,f,3,1.56
7577073,204975,18-08-2010,"Seattle, Washington, United States",N/A,N/A,N/A,f,Yesler Terrace,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60571033,-122.3180859,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",,112.00,,,,75.00,1,0.00,7,20,4 weeks ago,t,30,60,90,365,04-01-2016,0,,,,,,,,,,f,WASHINGTON,f,flexible,f,f,1,
6838418,34959604,04-06-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,,Yesler Terrace,Downtown,98144,"Seattle, WA",47.6047979,-122.3173821,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Gym,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,68.00,525.00,,,,1,0.00,1,1125,yesterday,t,21,21,21,21,04-01-2016,40,04-08-2015,24-12-2015,93,9,9,9,9,9,9,f,WASHINGTON,t,strict,f,f,1,7.79
6852243,4308027,02-12-2012,"Seattle, Washington, United States",within an hour,100%,100%,f,Yesler Terrace,3,3,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60233645,-122.3186679,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,89.00,600.00,"2,600.00",,20.00,2,0.00,1,1125,a week ago,t,30,60,90,358,04-01-2016,6,27-09-2015,25-10-2015,97,10,9,10,10,10,10,f,WASHINGTON,f,strict,f,f,3,1.8
9317101,22061910,02-10-2014,US,within a few hours,97%,100%,f,First Hill,3,3,"['email', 'phone', 'google', 'reviews']",t,f,Yesler Terrace,Yesler Terrace,Downtown,98122,"Seattle, WA",47.60559023,-122.3210553,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials,Shampoo,""Laptop Friendly Workspace""}",,70.00,,,,,1,0.00,2,1125,3 days ago,t,0,26,56,331,04-01-2016,1,14-12-2015,14-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,flexible,f,f,3,1
6555128,9858405,06-11-2013,"Seattle, Washington, United States",within a few hours,100%,100%,f,International District,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,International District,Pioneer Square,Downtown,98104,"Seattle, WA",47.60202559,-122.3268826,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,160.00,,,,,1,0.00,1,1125,3 weeks ago,t,27,57,87,362,04-01-2016,32,31-05-2015,27-12-2015,91,10,10,9,10,9,9,f,WASHINGTON,f,flexible,f,f,1,4.38
6228959,1319017,21-10-2011,"Seattle, Washington, United States",within a day,67%,100%,f,,1,1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,,Pioneer Square,Downtown,98104,"Seattle, WA",47.60209069,-122.3254369,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,128.00,780.00,"2,100.00",,,0,0.00,1,1125,2 months ago,t,30,60,90,260,04-01-2016,22,22-05-2015,01-01-2016,78,8,8,9,9,9,8,f,WASHINGTON,f,moderate,f,f,1,2.89
8446689,23709757,13-11-2014,"Seattle, Washington, United States",within a few hours,100%,100%,t,Pioneer Square,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60068756,-122.3346939,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,249.00,"1,200.00","4,200.00",500.00,70.00,1,25.00,1,1125,2 weeks ago,t,30,60,90,331,04-01-2016,4,28-09-2015,17-12-2015,95,10,9,10,10,9,10,f,WASHINGTON,f,strict,f,f,2,1.21
8064351,42591641,26-08-2015,US,within an hour,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'reviews']",t,f,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60057322,-122.3308654,t,Apartment,Shared room,1,1,1,1,Airbed,"{TV,Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,50.00,262.00,924.00,,,1,0.00,1,1125,7 weeks ago,t,21,51,81,356,04-01-2016,14,31-08-2015,21-12-2015,94,9,9,10,10,9,9,f,WASHINGTON,f,flexible,f,f,1,3.31
6662639,11401309,17-01-2014,"Seattle, Washington, United States",within a day,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60089527,-122.3355898,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Kitchen,""Pets live on this property"",Dog(s),""Elevator in Building"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,175.00,,,,25.00,1,0.00,2,7,today,t,29,59,89,364,04-01-2016,4,20-06-2015,07-09-2015,95,9,9,10,10,10,9,f,WASHINGTON,f,flexible,f,f,1,0.6
3273240,13697241,30-03-2014,"Vashon, Washington, United States",within an hour,100%,100%,t,Pioneer Square,2,2,"['phone', 'reviews', 'jumio']",t,f,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60056684,-122.3343051,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,250.00,"1,500.00","5,000.00",,100.00,2,0.00,2,28,today,t,27,54,84,238,04-01-2016,35,28-06-2014,09-10-2015,99,10,10,10,10,9,9,f,WASHINGTON,t,strict,f,f,1,1.89
5957039,68389,06-01-2010,"New York, New York, United States",within a day,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60177714,-122.3327657,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,110.00,,,100.00,35.00,1,10.00,2,1125,2 weeks ago,t,0,0,0,275,04-01-2016,14,20-04-2015,14-09-2015,94,10,10,10,10,10,10,f,WASHINGTON,f,moderate,t,t,1,1.62
3449059,6372203,13-05-2013,"Seattle, Washington, United States",within a few hours,99%,100%,f,Central Business District,7,7,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60000892,-122.3352813,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",,144.00,,"2,850.00",200.00,,1,0.00,1,1125,today,t,17,46,76,350,04-01-2016,92,15-07-2014,05-12-2015,85,9,9,9,9,8,9,f,WASHINGTON,f,strict,f,f,6,5.12
789229,1872473,06-03-2012,"Seattle, Washington, United States",within a few hours,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98134,"Seattle, WA",47.5958285,-122.3323461,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Suitable for Events"",Essentials}",,149.00,,,200.00,150.00,4,25.00,2,1125,2 weeks ago,t,30,60,90,363,04-01-2016,45,02-04-2013,22-12-2015,94,10,9,10,10,9,9,f,WASHINGTON,f,moderate,f,t,1,1.34
4008373,8534462,30-08-2013,"Seattle, Washington, United States",within an hour,100%,100%,t,Belltown,48,48,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Central Business District,Pioneer Square,Downtown,98104,"Seattle, WA",47.60222233,-122.3349005,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,350.00,"3,000.00","10,500.00",300.00,110.00,4,20.00,2,1125,today,t,28,28,31,92,04-01-2016,26,11-09-2014,29-12-2015,98,10,10,10,10,10,9,f,WASHINGTON,f,strict,t,t,3,1.62
5913611,12433067,20-02-2014,"Seattle, Washington, United States",N/A,N/A,N/A,f,Pioneer Square,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.6022024,-122.3350628,t,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo}",,95.00,,,150.00,15.00,1,10.00,1,7,7 weeks ago,t,0,0,0,93,04-01-2016,11,11-04-2015,03-07-2015,91,9,9,10,10,9,9,f,WASHINGTON,f,flexible,f,f,1,1.23
8310576,12590022,26-02-2014,"Seattle, Washington, United States",within an hour,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.59889349,-122.3334928,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",,120.00,750.00,"2,000.00",,,0,0.00,1,1125,today,t,21,51,81,169,04-01-2016,10,04-10-2015,20-11-2015,100,10,10,10,10,10,9,f,WASHINGTON,f,moderate,f,f,1,3.23
4811583,24689607,10-12-2014,"Los Angeles, California, United States",within a day,96%,100%,f,Hollywood,19,19,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Central Business District,Pioneer Square,Downtown,98104,"Seattle, WA",47.60225658,-122.3350513,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Hot Tub"",Heating,Washer,Dryer,Essentials,Shampoo}",,199.00,,,,120.00,1,30.00,1,1125,2 months ago,t,30,60,90,365,04-01-2016,4,21-12-2014,21-10-2015,80,8,10,7,8,10,10,f,WASHINGTON,f,strict,f,f,4,0.32
3333971,6372203,13-05-2013,"Seattle, Washington, United States",within a few hours,99%,100%,f,Central Business District,7,7,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60092837,-122.3322627,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,145.00,,"2,600.00",200.00,,1,0.00,1,1125,yesterday,t,17,40,64,337,04-01-2016,99,21-06-2014,14-12-2015,87,9,9,9,9,9,9,f,WASHINGTON,f,strict,f,f,6,5.28
4226386,21933958,29-09-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Pioneer Square,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60164257,-122.3335772,t,Condominium,Shared room,1,1,1,1,Pull-out Sofa,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,75.00,,,95.00,,1,45.00,1,1125,2 weeks ago,t,28,58,88,309,04-01-2016,2,14-12-2015,18-12-2015,100,10,10,10,10,10,10,f,WASHINGTON,f,flexible,f,f,1,2
3497530,10372748,01-12-2013,"Los Angeles, California, United States",within a day,64%,100%,f,Hollywood,10,10,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Central Business District,Pioneer Square,Downtown,98104,"Seattle, WA",47.6027942,-122.3356438,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,Washer,Dryer,Essentials,Shampoo}",,350.00,,,,150.00,1,200.00,1,50,3 weeks ago,t,30,60,90,365,04-01-2016,1,16-12-2014,16-12-2014,100,8,10,4,6,10,10,f,WASHINGTON,f,strict,f,f,3,0.08
8338155,41925688,19-08-2015,"Seattle, Washington, United States",within an hour,100%,100%,f,First Hill,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t,First Hill,Pioneer Square,Downtown,98104,"Seattle, WA",47.6048046,-122.3280604,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,65.00,,,,35.00,1,10.00,1,10,4 weeks ago,t,0,0,0,94,04-01-2016,1,27-11-2015,27-11-2015,,,,,,,,f,WASHINGTON,t,moderate,f,f,1,0.77
1080097,5941255,15-04-2013,"Seattle, Washington, United States",within an hour,100%,100%,f,Pioneer Square,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98134,"Seattle, WA",47.59386242,-122.3344953,t,Loft,Private room,5,1,1,3,Pull-out Sofa,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",""Smoke Detector"",""Fire Extinguisher""}",,149.00,"1,000.00","2,500.00",150.00,75.00,2,25.00,1,1125,2 months ago,t,30,60,90,364,04-01-2016,100,21-04-2013,07-10-2015,93,9,10,10,10,9,9,f,WASHINGTON,t,strict,f,f,1,3.03
4593740,23316664,03-11-2014,"Seattle, Washington, United States",within an hour,100%,100%,t,Central Business District,2,2,"['email', 'reviews', 'jumio']",t,f,Central Business District,Pioneer Square,Downtown,98104,"Seattle, WA",47.6022706,-122.3362386,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.00,,,150.00,60.00,3,25.00,2,29,today,t,25,55,85,95,04-01-2016,80,24-12-2014,02-01-2016,98,10,10,10,10,10,10,f,WASHINGTON,t,strict,f,f,2,6.37
6747473,35326299,08-06-2015,"Seattle, Washington, United States",within an hour,100%,100%,t,Central Business District,1,1,"['email', 'phone', 'reviews']",t,f,Central Business District,Pioneer Square,Downtown,98104,"Seattle, WA",47.60272934,-122.3345467,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,150.00,,,,60.00,2,30.00,2,1125,today,t,26,56,86,357,04-01-2016,40,15-06-2015,02-01-2016,96,10,10,10,10,10,10,f,WASHINGTON,t,strict,f,f,1,5.88
3821663,6372203,13-05-2013,"Seattle, Washington, United States",within a few hours,99%,100%,f,Central Business District,7,7,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60246536,-122.3337837,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,160.00,,"2,950.00",300.00,,1,0.00,1,1125,yesterday,t,29,56,85,360,04-01-2016,74,20-08-2014,25-11-2015,88,9,9,9,9,9,9,f,WASHINGTON,f,strict,f,f,6,4.41
5021969,6372203,13-05-2013,"Seattle, Washington, United States",within a few hours,99%,100%,f,Central Business District,7,7,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Pioneer Square,Pioneer Square,Downtown,98104,"Seattle, WA",47.60102787,-122.3346015,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",,170.00,,,300.00,,1,0.00,1,1125,a week ago,t,28,58,88,363,04-01-2016,42,18-03-2015,13-11-2015,87,9,9,9,9,8,8,f,WASHINGTON,f,strict,f,f,6,4.3
4574039,23709757,13-11-2014,"Seattle, Washington, United States",within a few hours,100%,100%,t,Pioneer Square,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,,Pioneer Square,Downtown,98104,"Seattle, WA",47.59894233,-122.3369363,f,Loft,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,300.00,"1,800.00","5,800.00",500.00,70.00,1,25.00,1,1125,3 weeks ago,t,20,50,80,352,04-01-2016,44,10-12-2014,31-12-2015,95,10,9,10,10,9,9,f,WASHINGTON,f,strict,f,f,2,3.38
